2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
11,10,2.5,35
11,4,1,16
4,5,1.25,33
4,6,1.5,41
2,3,0.75,22
4,4,1,26
10,4,1,16
2,4,1,35
4,12,3,88
13,8,2,26
11,9,2.25,33
4,5,1.25,34
4,4,1,26
8,15,3.75,77
4,5,1.25,35
4,7,1.75,52
4,7,1.75,52
2,4,1,35
11,11,2.75,42
2,2,0.5,14
2,5,1.25,47
9,8,2,38
4,6,1.5,47
11,7,1.75,29
9,9,2.25,45
4,6,1.5,52
4,7,1.75,58
6,2,0.5,11
4,7,1.75,58
11,9,2.25,38
11,6,1.5,26
2,2,0.5,16
2,7,1.75,76
11,6,1.5,27
11,3,0.75,14
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,3,0.75,24
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
10,8,2,39
14,7,1.75,26
8,10,2.5,63
11,3,0.75,15
4,2,0.5,14
2,4,1,43
8,9,2.25,58
8,8,2,52
11,22,5.5,98
4,3,0.75,25
11,17,4.25,79
9,2,0.5,11
4,5,1.25,46
11,12,3,58
7,12,3,86
11,2,0.5,11
11,2,0.5,11
11,2,0.5,11
2,6,1.5,75
11,8,2,41
11,3,0.75,16
12,13,3.25,59
2,3,0.75,35
16,8,2,28
11,7,1.75,37
4,3,0.75,28
12,12,3,58
4,4,1,41
11,14,3.5,73
2,2,0.5,23
2,3,0.75,38
4,5,1.25,58
4,4,1,43
3,2,0.5,23
11,8,2,46
4,7,1.75,82
13,4,1,21
16,11,2.75,40
16,7,1.75,28
7,2,0.5,16
4,5,1.25,58
4,5,1.25,58
4,4,1,46
14,13,3.25,57
4,3,0.75,34
14,18,4.5,78
11,8,2,48
14,16,4,70
14,4,1,22
14,5,1.25,26
8,2,0.5,16
11,5,1.25,33
11,2,0.5,14
4,2,0.5,23
9,2,0.5,16
14,5,1.25,28
14,3,0.75,19
14,4,1,23
16,12,3,50
11,4,1,28
11,5,1.25,35
11,5,1.25,35
2,4,1,70
14,5,1.25,28
14,2,0.5,14
14,2,0.5,14
14,2,0.5,14
14,2,0.5,14
14,2,0.5,14
14,2,0.5,14
2,3,0.75,52
14,6,1.5,34
11,5,1.25,37
4,5,1.25,74
11,3,0.75,23
16,4,1,23
16,3,0.75,19
11,5,1.25,38
11,2,0.5,16
12,9,2.25,60
9,1,0.25,9
9,1,0.25,9
4,2,0.5,29
11,2,0.5,17
14,4,1,26
11,9,2.25,72
11,5,1.25,41
15,16,4,82
9,5,1.25,51
11,4,1,34
14,8,2,50
16,7,1.75,38
14,2,0.5,16
2,2,0.5,41
14,16,4,98
14,4,1,28
16,7,1.75,39
14,7,1.75,47
16,6,1.5,35
16,6,1.5,35
11,7,1.75,62
16,2,0.5,16
16,3,0.75,21
11,3,0.75,28
11,7,1.75,64
11,1,0.25,11
9,3,0.75,34
14,4,1,30
23,38,9.5,98
11,6,1.5,58
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
11,2,0.5,21
11,5,1.25,50
11,2,0.5,21
16,4,1,28
4,2,0.5,41
16,6,1.5,40
14,3,0.75,26
9,2,0.5,26
21,16,4,64
14,6,1.5,51
11,2,0.5,24
4,3,0.75,71
21,13,3.25,57
11,6,1.5,71
14,2,0.5,21
23,15,3.75,57
14,4,1,38
11,2,0.5,26
16,5,1.25,40
4,2,0.5,51
14,3,0.75,31
4,2,0.5,52
9,4,1,65
14,4,1,40
11,3,0.75,40
14,5,1.25,50
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,7,1.75,72
14,1,0.25,14
14,1,0.25,14
9,3,0.75,52
14,7,1.75,73
11,4,1,58
11,4,1,59
4,2,0.5,59
11,4,1,61
16,4,1,40
16,10,2.5,89
21,2,0.5,21
21,3,0.75,26
16,8,2,76
21,3,0.75,26
18,2,0.5,23
23,5,1.25,33
23,8,2,46
16,3,0.75,34
14,5,1.25,64
14,3,0.75,41
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,4,1,45
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,2,0.5,26
21,2,0.5,23
16,2,0.5,27
21,2,0.5,23
21,2,0.5,23
14,4,1,57
16,5,1.25,60
23,2,0.5,23
14,5,1.25,74
23,3,0.75,28
16,3,0.75,40
9,2,0.5,52
9,2,0.5,52
16,7,1.75,87
14,4,1,64
14,2,0.5,35
16,7,1.75,93
21,2,0.5,25
14,3,0.75,52
23,14,3.5,93
18,8,2,95
16,3,0.75,46
11,3,0.75,76
11,2,0.5,52
11,3,0.75,76
23,12,3,86
21,3,0.75,35
23,2,0.5,26
23,2,0.5,26
23,8,2,64
16,3,0.75,50
23,3,0.75,33
21,3,0.75,38
23,2,0.5,28
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,1,0.25,21
21,5,1.25,60
23,4,1,45
21,4,1,52
22,1,0.25,22
11,2,0.5,70
23,5,1.25,58
23,3,0.75,40
23,3,0.75,41
14,3,0.75,83
21,2,0.5,35
26,5,1.25,49
23,6,1.5,70
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,4,1,53
21,6,1.5,86
23,3,0.75,48
21,2,0.5,41
21,3,0.75,64
16,2,0.5,70
21,3,0.75,70
23,4,1,87
23,3,0.75,89
23,2,0.5,87
35,3,0.75,64
38,1,0.25,38
38,1,0.25,38
40,1,0.25,40
74,1,0.25,74
2,43,10.75,86
6,22,5.5,28
2,34,8.5,77
2,44,11,98
0,26,6.5,76
2,41,10.25,98
3,21,5.25,42
2,11,2.75,23
2,21,5.25,52
2,13,3.25,32
4,4,1,4
2,11,2.75,26
2,11,2.75,28
3,14,3.5,35
4,16,4,38
4,6,1.5,14
3,5,1.25,12
4,33,8.25,98
3,10,2.5,33
4,10,2.5,28
2,11,2.75,40
2,11,2.75,41
4,13,3.25,39
1,10,2.5,43
4,9,2.25,28
2,4,1,11
2,5,1.25,16
2,15,3.75,64
5,24,6,79
2,6,1.5,22
4,5,1.25,16
2,4,1,14
4,8,2,28
2,4,1,14
2,6,1.5,26
4,5,1.25,16
2,7,1.75,32
2,6,1.5,26
2,8,2,38
2,2,0.5,4
2,6,1.5,28
2,10,2.5,52
4,16,4,70
4,2,0.5,4
1,14,3.5,95
4,2,0.5,4
7,14,3.5,48
2,3,0.75,11
2,12,3,70
4,7,1.75,32
4,4,1,16
2,6,1.5,35
4,6,1.5,28
2,3,0.75,14
2,4,1,23
4,4,1,18
5,6,1.5,28
4,6,1.5,30
14,5,1.25,14
3,8,2,50
4,11,2.75,64
4,9,2.25,52
4,16,4,98
7,10,2.5,47
4,14,3.5,86
2,9,2.25,75
4,6,1.5,35
4,9,2.25,55
4,6,1.5,35
2,6,1.5,45
2,6,1.5,47
4,2,0.5,9
2,2,0.5,11
2,2,0.5,11
2,2,0.5,11
4,6,1.5,38
3,4,1,29
9,9,2.25,38
11,5,1.25,18
2,3,0.75,21
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
2,1,0.25,2
11,11,2.75,38
2,3,0.75,22
9,11,2.75,49
5,11,2.75,75
3,5,1.25,38
3,1,0.25,3
4,6,1.5,43
2,3,0.75,24
12,11,2.75,39
2,2,0.5,14
4,6,1.5,46
9,3,0.75,14
14,8,2,26
4,2,0.5,13
4,11,2.75,95
2,7,1.75,77
2,7,1.75,77
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,1,0.25,4
4,7,1.75,62
4,1,0.25,4
4,4,1,34
11,6,1.5,28
13,3,0.75,14
7,5,1.25,35
9,9,2.25,54
11,2,0.5,11
2,5,1.25,63
7,11,2.75,89
8,9,2.25,64
2,2,0.5,22
6,3,0.75,26
12,15,3.75,71
13,3,0.75,16
11,16,4,89
4,5,1.25,58
14,7,1.75,35
11,4,1,27
7,9,2.25,89
11,8,2,52
7,5,1.25,52
11,6,1.5,41
10,5,1.25,38
14,2,0.5,14
14,2,0.5,14
14,2,0.5,14
2,2,0.5,33
11,3,0.75,23
14,8,2,46
9,1,0.25,9
16,5,1.25,27
14,4,1,26
4,2,0.5,30
14,3,0.75,21
16,16,4,77
4,2,0.5,31
14,8,2,50
11,3,0.75,26
14,7,1.75,45
15,5,1.25,33
16,2,0.5,16
16,3,0.75,21
11,8,2,72
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
11,1,0.25,11
2,3,0.75,75
2,3,0.75,77
16,4,1,28
16,15,3.75,87
16,14,3.5,83
16,10,2.5,62
16,3,0.75,23
14,3,0.75,26
23,19,4.75,62
11,7,1.75,75
14,3,0.75,28
20,14,3.5,69
4,2,0.5,46
11,2,0.5,25
11,3,0.75,37
16,4,1,33
21,7,1.75,38
13,7,1.75,76
16,6,1.5,50
14,3,0.75,33
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
14,1,0.25,14
17,7,1.75,58
14,3,0.75,35
14,3,0.75,35
16,7,1.75,64
21,2,0.5,21
16,3,0.75,35
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
16,1,0.25,16
14,2,0.5,29
11,4,1,74
11,2,0.5,38
21,6,1.5,48
23,2,0.5,23
23,6,1.5,45
14,2,0.5,35
16,6,1.5,81
16,4,1,58
16,5,1.25,71
21,2,0.5,26
21,3,0.75,35
21,3,0.75,35
23,8,2,69
21,3,0.75,38
23,3,0.75,35
21,3,0.75,40
23,2,0.5,28
21,1,0.25,21
21,1,0.25,21
25,6,1.5,50
21,1,0.25,21
21,1,0.25,21
23,3,0.75,39
21,2,0.5,33
14,3,0.75,79
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,1,0.25,23
23,4,1,52
23,1,0.25,23
23,7,1.75,88
16,3,0.75,86
23,2,0.5,38
21,2,0.5,52
23,3,0.75,62
39,1,0.25,39
72,1,0.25,72
