0.66,-0.39
1.78,-0.19
-1.14,0.16
1.88,0.33
0.19,0.78
-0.87,0.69
1.72,-0.07
-0.95,0.14
-0.24,1.14
1.20,-0.48
1.92,-0.17
0.83,-0.28
-0.69,-0.29
0.12,1.10
1.92,0.11
0.98,-0.04
0.11,-0.21
-0.12,0.23
-0.81,0.35
0.96,-0.37
1.78,-0.18
0.43,-0.62
0.59,0.46
-0.35,0.80
-0.07,0.40
1.01,-0.35
0.25,0.97
-0.18,0.97
0.85,0.24
1.00,0.49
-0.66,1.09
0.57,-0.04
-0.60,0.34
1.28,0.35
-0.65,0.63
-0.23,0.21
-0.74,0.07
0.25,1.14
0.46,-0.51
-0.07,0.37
0.12,0.01
1.43,-0.49
2.45,0.08
0.54,-0.37
0.09,0.98
0.86,-0.09
-0.06,1.07
-0.74,0.93
0.43,-0.05
-0.60,0.82
0.43,-0.05
0.55,1.06
0.77,-0.21
-0.72,0.47
0.49,0.91
0.13,0.55
-0.55,1.06
0.10,0.14
0.52,-0.40
-0.97,0.32
0.30,0.93
0.07,1.11
0.57,0.80
-1.00,0.29
0.33,-0.27
1.68,0.16
1.66,-0.75
0.31,-0.17
0.94,0.43
1.40,-0.70
-1.13,-0.06
1.15,0.57
1.19,0.34
0.58,0.09
0.85,-0.52
-0.71,0.88
-0.39,0.30
1.42,-0.29
0.14,0.25
0.52,0.75
0.42,-0.45
0.14,-0.03
0.36,0.98
-0.57,0.96
0.90,0.59
0.52,-0.55
-0.95,-0.12
-0.04,0.87
0.84,0.63
-0.02,1.02
1.91,0.39
1.75,-0.16
0.27,-0.20
1.20,-0.49
-0.66,0.97
1.47,-0.85
0.89,0.25
0.42,-0.07
-0.60,0.85
1.71,-0.16
1.44,-0.04
1.09,-0.28
0.70,0.97
-0.56,0.89
1.71,-0.18
0.76,-0.28
1.45,-0.03
-0.14,0.07
2.05,-0.36
0.80,1.28
1.17,-0.23
-0.49,1.00
0.45,-0.45
-0.58,0.82
-0.72,0.46
1.82,-0.27
2.22,0.21
-0.97,0.33
0.86,0.17
1.08,-0.43
-0.66,0.37
-0.01,0.67
1.04,0.87
0.07,-0.56
0.11,0.28
0.87,0.54
-0.08,0.74
0.72,-0.42
1.41,-0.43
0.88,1.05
1.06,-0.16
0.02,0.27
1.56,-0.18
1.13,-0.36
1.24,-0.78
-1.01,0.22
0.63,-0.51
-0.64,0.76
0.54,1.11
-0.01,0.28
0.26,0.16
-0.44,0.61
2.05,-0.11
2.08,0.78
1.77,-0.28
1.16,0.76
-0.69,0.58
0.04,-0.23
-0.64,-0.17
-1.19,0.34
0.58,-0.29
0.43,-0.43
0.08,0.13
1.38,-0.43
0.54,-0.26
1.81,-0.13
-0.53,0.88
0.61,-0.41
0.38,-0.13
0.17,0.27
0.15,0.44
-0.31,0.97
0.79,-0.09
1.65,-0.04
2.05,0.18
-0.89,0.07
1.17,-0.50
-0.87,0.29
0.57,-0.33
-0.95,0.74
0.21,0.29
0.44,-0.23
1.92,-0.27
0.30,1.01
0.49,-0.04
-0.06,-0.13
-0.13,1.11
-0.75,0.48
0.63,-0.33
0.77,0.21
1.84,0.23
-1.23,0.14
0.95,-0.60
0.76,-0.57
1.88,-0.39
-0.21,0.45
0.22,0.14
1.06,-0.26
1.76,-0.21
0.04,0.30
1.84,-0.27
-0.29,0.98
-0.04,1.05
-0.66,-0.35
-0.92,0.42
0.10,1.14
0.73,0.32
0.09,-0.10
2.09,0.26
0.80,-0.16
0.48,-0.25
-1.00,0.54
-0.03,-0.09
2.26,0.43
0.60,1.18
2.31,0.31
1.82,0.38
0.93,-0.32
1.00,-0.43
0.27,1.16
0.46,0.91
0.27,0.10
-0.05,0.27
1.70,-0.49
0.52,0.65
0.89,0.35
1.03,0.29
-0.16,0.22
1.89,-0.34
1.07,-0.03
-0.10,0.16
-0.23,0.76
-1.24,0.19
-0.94,-0.03
2.19,0.24
-0.84,0.58
1.16,-0.51
0.73,0.42
-1.14,0.39
0.56,0.62
1.68,-0.27
1.84,-0.04
0.51,-0.35
-0.61,0.47
0.42,-0.71
2.10,0.49
0.98,-0.66
1.01,-0.48
1.91,-0.11
1.49,-0.34
-0.33,0.86
0.09,0.25
-0.86,1.06
1.03,0.71
-0.10,0.50
0.12,0.61
-0.87,0.91
0.17,0.80
1.99,-0.05
0.43,0.71
-0.13,0.80
0.78,0.68
0.78,0.44
0.02,0.36
1.34,-0.68
2.16,0.33
0.26,0.86
0.15,1.10
-0.64,0.94
-0.93,0.60
1.24,-0.78
2.02,-0.30
1.49,0.05
1.35,-0.61
0.16,0.95
0.44,0.81
-0.80,0.39
1.55,-0.53
-0.08,0.64
1.56,-0.33
-0.32,0.70
1.85,0.21
1.85,0.69
-0.12,1.34
0.23,-0.07
1.35,0.43
0.52,1.12
1.06,0.09
-0.33,1.27
0.75,0.06
2.34,0.05
0.13,1.17
-1.21,0.70
0.82,-0.51
-0.61,0.65
0.85,-0.42
-0.42,1.14
0.89,0.57
-0.98,0.36
0.12,-0.09
0.26,-0.18
-0.21,0.23
1.61,-0.27
1.29,-0.78
1.90,-0.66
0.43,-0.78
0.17,1.27
0.20,0.03
1.35,-0.47
0.04,-0.40
0.69,-0.22
1.50,-0.46
-1.05,0.32
0.80,-0.36
0.77,0.79
0.41,1.06
0.46,-0.16
1.50,-0.52
1.38,-0.44
1.63,-0.47
1.03,-0.51
1.99,0.49
0.76,-0.52
0.85,-0.56
2.14,-0.26
0.38,-0.34
0.09,1.05
1.37,0.35
1.36,0.29
-0.69,0.80
0.01,1.01
0.89,-0.59
0.70,0.80
-0.61,1.01
0.43,0.60
0.26,1.17
0.02,0.69
-1.17,-0.07
0.15,-0.01
-0.05,1.13
1.75,0.29
0.12,-0.02
1.44,-0.45
2.18,-0.05
0.25,0.75
0.43,0.59
-1.19,0.13
-0.35,0.80
0.67,0.81
1.76,0.71
0.07,0.46
0.17,0.79
0.64,-0.74
0.25,0.10
-1.17,0.34
0.68,0.54
-0.76,0.12
1.69,0.28
1.01,0.70
0.41,0.60
0.42,0.89
-0.26,0.47
0.61,-0.30
0.31,-0.39
-0.95,0.25
0.20,-0.28
0.71,0.67
0.87,-0.64
0.19,1.27
2.08,0.29
-0.38,1.10
1.73,-0.29
-0.29,1.20
-0.83,0.22
-1.11,0.39
0.38,-0.09
0.91,0.00
-0.59,0.94
-0.19,0.59
0.03,0.47
0.13,1.20
0.89,0.51
-0.15,0.69
1.26,-0.35
0.33,-0.32
-0.47,1.15
-0.10,1.39
0.23,-0.54
2.10,0.27
-0.99,0.38
0.46,1.08
-0.49,0.51
1.55,-0.07
1.98,0.59
-0.12,1.07
0.92,-0.31
1.98,0.19
0.42,1.23
0.99,0.09
0.88,0.72
-0.39,1.27
1.01,-0.48
1.13,0.01
0.87,-0.11
1.16,0.59
1.15,-0.50
1.06,0.37
1.87,0.48
0.42,0.04
1.14,0.26
1.28,-0.55
-1.07,0.75
-0.15,0.12
-0.01,1.06
0.79,0.59
0.81,-0.68
0.21,-0.21
0.81,0.64
0.62,-0.40
0.17,-0.25
0.93,0.38
-0.76,0.54
0.82,0.61
0.56,-0.21
1.12,0.37
1.76,-0.01
0.03,0.31
-0.71,0.92
-0.02,0.73
-0.87,1.02
0.61,0.71
-0.56,0.42
0.19,-0.17
0.09,-0.11
-0.70,0.46
1.38,-0.41
1.23,-0.26
-0.36,1.09
0.43,-0.33
-0.02,1.54
-0.17,0.12
0.28,1.04
0.87,0.64
1.84,-0.16
1.90,0.20
0.53,0.64
0.13,0.09
-0.04,1.22
0.29,0.37
1.57,-0.09
-0.89,0.51
0.88,-0.50
1.66,-0.74
0.22,0.90
0.68,-0.47
0.62,0.77
1.63,0.14
0.34,1.13
1.50,-0.18
0.58,0.80
1.79,0.41
0.95,0.23
1.26,-0.43
-0.39,1.20
0.45,0.56
0.94,0.42
0.52,-0.51
0.31,-0.35
0.69,-0.13
-1.13,0.29
2.01,-0.25
0.77,0.35
0.78,0.97
-1.10,0.53
1.51,-0.59
0.63,0.97
1.67,-0.02
-0.03,1.15
1.15,0.35
-0.66,0.97
-0.18,0.99
1.95,-0.38
2.09,0.07
-0.81,0.03
1.06,0.36
0.38,0.14
-0.89,0.78
-0.36,0.82
-0.37,0.90
1.01,-0.51
-1.17,0.15
-0.47,0.04
1.92,0.04
0.61,0.75
1.86,0.33
1.91,-0.25
0.90,0.35
1.98,-0.42
0.84,0.12
0.17,0.98
1.73,-0.41
-0.57,0.07
0.27,0.43
0.34,-0.74
0.60,0.61
0.01,0.95
1.02,-0.32
0.10,-0.11
0.39,0.26
0.04,-0.47
0.64,-0.65
-0.30,0.88
-0.34,0.78
-0.76,0.59
1.84,0.04
0.56,0.35
0.31,-0.40
1.39,-0.47
2.09,0.43
0.38,0.69
1.05,1.07
1.68,-0.41
-1.03,0.51
-0.88,0.59
1.85,-0.43
0.65,-0.29
1.44,-0.55
0.53,0.88
1.82,-0.16
1.04,-0.54
1.16,0.05
1.39,-0.68
0.07,0.22
0.35,0.12
1.28,-0.36
1.81,0.16
0.46,0.88
1.06,0.51
0.53,0.36
-1.07,-0.36
1.04,-0.44
-0.32,1.08
-0.56,0.57
0.06,-0.33
-1.10,-0.17
0.76,0.53
0.22,0.11
1.13,-0.49
0.72,-0.31
-0.11,0.71
0.77,-0.67
1.12,-0.11
-0.78,0.80
0.71,-0.75
0.77,-0.17
1.58,0.09
0.27,0.98
0.36,-0.64
0.19,0.06
0.49,-0.53
