1.45,-2.20,2.86
-0.96,4.49,2.58
0.30,-0.86,2.58
0.81,4.68,3.38
1.61,4.85,2.77
-0.13,4.36,1.32
1.19,3.10,1.81
-0.07,-1.05,2.56
1.73,3.68,1.66
1.63,5.17,1.31
0.79,3.50,0.61
1.04,4.09,1.29
3.09,-0.54,2.83
1.81,4.63,3.69
2.56,-0.63,1.41
0.51,5.33,1.50
1.27,-2.52,3.56
0.91,-3.37,2.56
-0.56,-3.08,3.04
2.04,5.29,2.82
1.39,-0.51,2.87
0.47,3.25,4.55
-0.82,-1.03,3.40
2.72,4.08,1.14
0.80,5.08,2.88
1.76,4.25,1.66
0.06,-0.54,1.55
1.85,4.58,1.08
1.63,-1.21,2.51
0.78,4.40,0.91
0.93,0.71,2.81
0.49,-1.09,2.73
2.87,-1.05,2.86
2.65,4.47,3.62
0.32,1.47,4.17
-1.25,4.93,0.45
0.34,-0.03,3.02
0.41,4.00,2.32
0.88,-1.80,1.60
2.38,-1.48,3.42
0.19,-1.54,2.43
0.22,-1.61,4.52
1.91,-3.26,3.51
0.32,4.51,0.81
0.62,2.93,1.41
1.41,-1.44,2.42
1.72,-1.81,4.35
1.12,-0.55,1.36
0.71,-0.70,1.61
1.45,-1.53,1.38
1.01,2.65,1.07
-0.49,4.82,1.48
1.08,4.44,1.44
-0.21,-1.12,2.29
0.21,-2.07,4.57
0.56,-1.55,3.69
2.58,-3.17,3.22
1.98,-3.13,3.37
1.75,5.33,1.15
0.25,-1.02,4.22
0.29,3.09,1.61
0.99,4.18,2.39
0.66,2.67,1.99
1.29,2.93,2.92
1.57,-1.27,2.18
0.47,3.71,2.00
1.59,4.59,3.03
-0.13,-2.68,3.52
0.51,4.09,2.50
1.54,-1.27,3.96
1.89,-2.04,2.15
0.01,-1.67,3.98
1.03,-2.93,4.10
-1.27,-1.92,5.17
1.21,-1.72,4.16
0.54,4.49,1.55
1.44,-1.38,2.66
-0.08,-3.15,3.49
1.41,-1.12,2.50
3.09,-1.75,3.82
1.20,4.22,2.15
-0.40,3.24,3.82
0.30,4.97,1.59
0.44,4.03,1.35
1.67,3.58,0.67
0.65,4.30,1.53
-1.02,-3.81,1.32
1.11,-2.53,2.73
-0.22,4.71,3.26
1.78,-1.58,1.42
0.95,5.38,0.05
-0.49,-3.48,3.21
1.83,5.44,3.52
3.36,5.25,1.14
1.10,4.17,2.15
2.10,3.22,0.91
-0.37,4.78,2.20
-0.13,3.76,2.72
0.47,-0.38,3.22
1.34,-0.50,2.42
1.09,3.65,2.12
1.32,4.97,0.95
1.66,3.61,1.76
0.85,4.03,2.27
0.28,4.55,3.58
1.23,4.58,3.49
1.22,4.69,3.64
2.71,4.99,2.43
3.44,-0.60,3.48
0.93,4.54,1.05
-0.16,6.06,1.92
0.31,-1.16,1.25
-0.04,4.23,2.44
0.93,-0.18,2.18
0.54,6.15,2.73
1.97,4.33,1.99
1.47,4.19,0.02
0.19,-1.51,3.24
2.31,-1.37,2.70
1.65,4.88,1.85
1.55,-1.72,1.74
-0.50,3.03,3.57
0.12,-0.07,2.66
0.77,-1.02,4.64
0.78,-1.03,1.60
0.21,-3.73,3.37
1.94,3.89,1.78
0.69,-1.97,2.72
2.70,-1.74,4.49
1.44,5.23,1.92
1.38,2.53,3.72
-0.99,3.64,2.23
1.25,3.50,1.41
0.25,3.86,0.31
2.11,2.35,1.40
0.71,-2.33,2.18
-0.77,-1.65,2.55
2.10,5.06,2.92
1.10,-0.94,5.85
1.37,-2.05,2.38
-0.37,5.57,1.75
1.08,-2.00,3.19
-0.04,-1.15,3.32
-0.41,-1.06,3.08
3.11,-3.32,1.85
0.91,6.02,1.31
1.47,4.95,0.48
0.45,3.12,3.02
-1.34,4.62,2.58
0.60,3.08,2.24
3.66,4.10,1.06
0.29,4.19,2.52
1.41,-1.46,2.65
1.54,3.97,2.54
1.53,-2.14,2.69
0.69,-1.90,3.77
1.34,-1.31,2.57
3.11,5.24,2.02
1.14,-1.42,2.83
1.90,-2.25,2.75
0.70,-1.44,4.34
0.16,-2.14,2.28
1.06,5.06,2.62
-0.04,-1.92,2.06
0.95,2.62,1.94
-0.10,0.52,2.96
-0.36,-0.30,0.83
1.30,4.63,4.28
1.29,5.16,1.40
1.69,-1.38,3.15
2.62,2.75,1.60
1.28,4.91,3.17
0.55,5.17,-0.60
0.48,-2.62,1.99
-0.00,-1.04,2.86
1.36,-1.57,2.48
1.66,-2.55,2.46
2.12,3.07,2.46
1.77,-3.35,2.51
0.47,5.08,0.25
1.56,-0.70,2.70
0.63,3.72,0.42
0.06,6.95,2.60
0.80,3.23,3.11
2.86,-0.58,0.91
-0.30,3.72,1.79
2.30,3.61,1.91
2.81,-3.19,4.54
0.41,-1.81,4.18
2.49,3.92,1.61
-1.19,-1.49,2.59
1.20,-0.49,4.83
1.36,3.79,0.87
-0.95,-0.12,1.55
-0.11,-0.28,2.68
0.31,-0.55,1.72
0.57,5.53,2.26
1.83,-0.45,4.49
1.00,-0.01,3.70
0.32,4.77,3.79
1.49,-0.36,2.69
0.41,5.27,2.56
2.57,4.05,2.36
2.07,4.17,2.08
2.52,-0.96,2.37
0.56,-2.53,3.71
-0.35,-2.24,3.62
2.46,-2.47,2.26
1.32,-1.57,1.66
1.28,-0.52,1.91
1.18,4.84,0.24
1.92,4.71,2.55
-0.78,4.75,1.37
-1.12,-2.51,2.73
1.72,3.11,2.83
1.99,5.00,1.64
0.72,4.67,3.53
1.21,-2.03,0.91
1.87,-2.26,2.16
-0.52,6.83,3.83
-0.45,4.24,0.62
2.53,-2.30,2.62
0.50,-1.94,2.24
-0.01,3.90,1.26
1.85,3.43,3.35
1.51,4.55,2.92
1.01,-2.07,2.37
-0.22,-1.56,3.16
1.45,-0.93,3.36
1.33,4.68,1.59
1.22,3.93,3.03
0.04,5.55,2.87
0.89,-3.33,2.90
1.13,5.35,2.02
0.64,-2.40,3.57
1.18,-1.81,1.76
1.30,-1.02,1.77
-0.18,3.99,1.90
2.26,2.80,2.73
1.18,4.61,2.21
1.36,-1.93,1.95
0.81,-1.11,3.84
2.90,5.78,3.92
0.70,3.94,2.21
2.45,-0.91,2.63
0.17,-2.65,2.12
-0.12,6.02,1.26
-0.33,5.96,1.94
0.75,3.44,2.11
1.30,4.17,1.10
-0.70,4.52,2.15
0.15,-0.51,1.39
1.31,4.96,2.06
-0.63,4.27,4.44
-0.07,3.44,2.38
0.17,6.65,0.78
0.61,5.24,2.35
2.45,4.69,3.23
0.31,5.99,1.20
0.93,-1.62,4.27
-0.67,-1.51,3.97
-0.57,6.90,1.65
0.38,4.07,0.63
-0.51,-3.13,4.38
0.01,-1.66,3.94
1.82,4.05,2.10
1.66,-1.54,4.16
1.82,0.27,1.72
1.95,4.66,2.76
-0.40,3.99,1.21
2.80,-2.30,2.73
0.61,-0.82,1.98
2.17,-2.32,3.39
1.89,0.10,4.21
0.80,5.03,3.16
1.17,3.45,3.88
0.61,2.51,2.00
0.84,5.44,2.15
0.42,-1.06,2.82
0.10,5.00,0.99
-0.88,-2.00,2.71
0.26,-0.67,3.59
1.22,0.55,2.01
1.05,5.71,2.20
0.83,3.94,3.12
-1.22,-3.37,4.88
0.79,4.10,1.95
-0.66,3.57,4.20
0.34,3.91,1.92
0.58,1.26,2.60
0.14,3.71,1.39
0.71,-2.74,2.84
0.96,-2.02,4.13
0.32,-0.95,2.43
1.75,3.88,1.59
-0.14,-0.35,0.61
0.53,-1.29,2.80
0.85,-2.37,3.57
1.37,3.21,0.56
0.08,2.34,3.64
1.04,0.31,3.27
1.59,3.26,3.27
-0.07,3.22,3.17
1.01,1.72,0.90
-0.59,-2.84,3.74
1.32,4.29,2.22
1.93,4.15,1.95
2.45,-1.59,2.47
1.35,4.54,2.21
1.26,4.72,1.02
0.85,6.13,1.98
0.56,0.51,3.97
0.91,4.20,1.34
1.52,3.49,0.61
1.12,4.80,1.32
1.27,-2.44,3.73
1.69,-0.42,2.22
1.93,4.39,0.83
0.41,-0.63,3.43
1.68,6.76,1.84
1.51,4.73,0.70
-0.23,4.72,2.74
1.03,-1.48,4.78
-1.25,-2.56,3.02
2.38,-1.94,4.30
0.94,-0.93,2.93
0.84,-2.25,2.70
2.41,0.08,3.13
0.21,4.86,2.07
1.15,4.32,2.15
2.01,2.26,0.83
0.51,-2.62,3.62
0.42,-0.25,1.22
1.37,-0.77,2.03
0.51,2.10,2.25
0.30,4.34,1.42
0.39,-0.68,2.24
-1.05,-1.02,3.50
1.98,-0.43,1.82
0.74,5.40,2.71
0.17,-3.17,3.19
1.49,-2.34,4.72
0.75,-0.40,1.23
0.38,2.29,2.64
0.07,-1.35,1.27
0.20,5.19,0.80
0.19,3.40,2.28
-0.34,3.93,1.11
1.05,-0.59,3.69
1.38,3.53,2.59
0.08,5.62,1.20
0.88,-1.35,0.72
1.88,3.44,3.97
0.73,3.22,1.94
0.40,-2.95,1.99
1.17,3.15,2.83
2.83,4.09,1.56
1.82,3.30,0.51
1.43,-0.27,2.82
1.83,-2.92,3.79
2.30,-1.92,3.70
1.70,4.33,2.78
1.12,5.82,3.77
2.03,-1.42,1.92
1.55,-1.78,2.88
2.80,-2.05,3.19
1.11,-0.93,2.66
0.92,-1.61,1.96
0.95,4.73,2.12
0.94,0.00,3.01
1.26,4.64,4.08
0.39,3.85,2.43
0.02,5.91,1.49
0.79,3.91,1.79
1.97,6.21,2.04
0.62,-2.71,3.93
0.16,4.58,1.16
1.33,4.15,0.76
-0.49,3.62,2.42
2.21,-1.85,3.12
0.02,-2.21,2.21
0.65,-1.62,3.32
1.14,-2.44,2.27
0.90,-1.20,4.40
2.13,3.71,1.61
1.20,3.29,1.94
-0.15,4.58,1.06
-0.64,4.01,1.29
0.48,3.76,2.47
0.71,-2.67,4.06
-1.37,-1.15,2.84
-0.81,-1.48,1.96
-1.00,3.96,2.21
1.31,-3.16,0.20
1.70,-2.36,1.97
-0.95,-0.92,1.29
1.67,4.31,2.99
2.67,4.29,2.88
-0.83,0.27,2.56
1.16,-1.60,3.17
3.11,4.71,1.86
1.38,-1.63,2.42
-0.40,-2.33,2.14
0.60,-0.61,2.86
1.18,4.83,2.29
-0.21,3.70,0.91
0.54,3.05,2.83
1.91,-1.02,2.30
0.44,4.33,3.21
0.68,3.95,0.16
0.94,3.14,2.58
1.83,3.71,0.94
1.59,4.31,2.58
-0.21,1.64,2.66
0.72,-1.14,2.58
1.65,-2.92,2.16
0.22,3.10,2.58
0.64,3.04,-0.72
0.96,4.68,4.31
0.55,4.41,2.28
-0.43,-1.88,1.72
0.57,3.99,2.65
1.64,-0.22,3.02
0.74,-1.29,3.02
0.84,-0.99,3.40
0.60,2.56,0.75
1.30,-2.94,3.08
0.51,3.36,1.65
1.24,-1.75,5.38
0.72,-2.42,2.00
0.66,4.36,0.89
1.33,-2.34,1.81
0.19,4.93,1.24
0.42,-1.83,3.45
0.55,3.47,3.47
-0.98,2.86,1.60
1.02,-1.57,3.58
-0.36,-1.86,2.71
1.39,4.45,3.51
2.59,3.48,2.48
2.40,4.70,1.46
0.03,4.44,0.07
0.07,-2.13,1.40
1.51,4.62,2.49
0.24,4.58,1.96
0.26,-1.92,2.92
1.22,4.59,2.47
-1.26,-0.88,4.74
0.83,-1.22,1.84
-0.65,4.77,1.15
-0.74,-3.30,3.13
0.44,4.40,3.63
1.31,5.80,1.85
0.52,-1.33,4.86
2.37,5.34,2.07
0.04,3.04,2.51
0.54,2.66,1.65
0.76,3.37,1.88
0.67,3.90,1.19
1.00,0.64,3.58
2.31,-1.83,3.91
1.03,5.03,2.18
-0.71,-2.90,4.78
1.05,-1.90,2.90
0.42,-0.82,3.85
-0.24,-2.84,1.38
1.47,-1.44,2.10
1.05,-0.83,2.59
1.39,-0.95,1.81
0.51,4.79,0.51
1.03,5.17,1.21
3.27,5.90,1.87
2.64,5.37,1.60
1.59,4.84,2.46
1.60,-1.45,2.46
1.48,-0.39,3.59
0.36,-1.44,3.97
1.62,3.16,0.84
1.13,-0.90,3.23
0.75,-2.75,2.96
-0.37,3.90,1.59
1.00,3.38,2.25
-0.50,-1.15,4.00
-1.18,5.62,1.82
1.81,-1.45,1.88
1.23,-1.21,3.23
0.67,4.28,1.73
1.85,4.19,2.51
0.85,-1.45,3.77
1.46,7.06,1.98
1.03,-2.37,3.48
1.40,4.55,1.43
2.31,3.49,0.65
2.13,-0.08,2.04
2.13,5.38,1.24
0.59,4.08,1.75
0.95,5.88,1.26
1.43,2.47,2.09
1.15,-1.92,4.13
0.50,6.61,1.00
0.89,5.04,1.99
1.56,3.90,2.43
-0.15,3.57,1.67
1.29,-1.03,1.70
0.68,-1.10,2.07
1.07,3.86,1.41
1.42,4.08,0.97
0.93,-1.95,4.34
-0.63,-0.97,1.08
1.73,-1.39,1.64
1.77,3.65,3.02
0.50,-1.86,4.44
0.94,5.40,1.82
0.83,3.55,2.36
-0.29,5.27,0.88
0.63,-0.70,2.62
3.25,2.85,2.10
2.64,2.89,-0.75
0.84,-2.98,1.35
0.10,-0.02,4.62
-0.19,-1.66,4.32
0.82,4.17,3.13
0.94,-0.90,1.36
-0.06,4.99,1.25
2.16,4.62,2.98
0.54,3.81,3.98
0.83,-3.11,0.09
0.83,3.92,2.41
0.85,-1.10,3.49
1.87,5.68,0.72
0.99,-2.01,4.31
-1.39,5.17,-0.18
2.32,0.96,4.61
-0.00,-0.69,4.88
-1.23,-1.07,3.20
-0.82,5.63,1.09
0.57,6.08,1.66
0.68,2.56,1.27
-0.46,5.67,1.37
2.41,4.72,2.49
0.64,-0.67,2.81
0.18,-2.76,2.41
1.54,-3.44,3.58
-0.08,-2.12,0.74
1.61,-1.20,3.04
0.03,-2.56,3.06
2.02,4.72,1.55
-0.22,-1.43,5.26
2.35,-1.47,4.40
1.64,-0.91,1.04
-0.06,-3.00,3.93
0.25,4.50,2.41
1.52,5.04,1.68
0.92,-0.98,3.06
-0.14,-1.84,3.54
1.80,-1.72,2.08
1.02,6.64,1.78
0.17,3.19,1.92
0.72,0.33,3.33
1.74,4.43,2.50
2.05,-2.44,4.32
2.36,-1.96,2.28
0.75,-0.45,1.78
1.56,3.80,1.24
0.44,4.95,3.07
1.25,-2.82,2.82
0.79,5.84,3.52
-0.19,5.07,1.79
0.86,2.82,1.72
1.10,-0.28,3.62
0.46,-1.90,1.96
2.92,3.89,1.31
-0.20,-1.93,2.18
1.37,3.65,1.66
0.50,-3.00,3.83
2.72,5.30,3.37
-0.72,-2.04,4.66
1.75,2.64,2.50
1.11,2.90,1.71
1.19,-0.46,2.20
1.38,4.53,2.38
0.09,5.43,2.55
-0.37,3.54,4.07
1.71,-1.12,3.40
0.15,4.21,1.39
1.00,-1.02,4.25
-0.12,-2.55,3.24
1.79,-2.05,1.53
-0.97,3.39,2.27
1.11,-1.53,4.28
0.78,4.27,0.52
3.39,3.34,1.26
-0.30,-1.11,2.72
0.88,-0.24,3.52
0.14,-0.20,2.58
2.52,3.01,2.32
1.37,3.36,3.07
1.55,-2.17,3.09
0.45,-1.04,3.78
0.03,-1.22,3.94
0.93,3.35,1.71
-1.27,4.87,0.77
0.40,-0.19,2.80
0.38,4.05,1.71
1.57,-1.56,2.74
2.53,-1.39,2.06
-0.69,-0.68,1.71
1.03,3.42,1.82
-1.56,2.93,2.56
1.17,-2.92,3.71
1.41,4.50,2.75
1.30,0.41,1.47
0.58,-2.02,3.25
2.27,-3.18,3.07
0.81,-1.93,3.48
-0.53,-2.16,3.99
1.36,2.05,1.03
2.34,4.21,3.42
1.49,3.98,2.66
2.30,4.20,1.25
0.63,3.51,2.25
1.72,-3.88,1.91
2.09,2.99,1.59
2.03,7.47,2.24
-0.59,3.85,2.32
1.85,-1.69,2.83
-0.51,-1.70,3.60
0.87,2.64,2.17
0.00,5.65,1.59
0.19,-0.81,2.67
1.54,4.08,1.70
0.22,-2.09,3.15
1.20,4.75,1.99
1.12,3.98,2.75
0.67,3.26,0.64
0.56,3.90,0.23
1.94,4.25,1.79
1.14,-2.31,3.01
-0.12,6.62,2.17
1.47,-0.45,2.41
-0.73,-1.66,2.33
3.05,-1.06,3.03
0.47,-2.12,3.48
-0.04,3.70,2.98
1.74,-1.28,2.88
0.56,-2.41,2.62
1.35,3.76,0.17
0.10,-1.81,2.33
0.81,4.17,3.28
1.85,2.94,4.00
1.13,4.68,1.17
2.18,-2.41,3.32
2.11,-2.65,1.96
-0.20,-1.32,1.61
3.00,4.81,2.41
0.94,-0.88,3.51
-0.11,-1.35,3.90
0.42,-3.24,3.53
-1.09,4.73,2.73
0.20,-1.48,2.60
0.01,3.52,1.94
1.10,-0.77,3.02
1.31,-1.73,3.59
0.32,3.78,0.21
1.51,-2.37,1.55
0.06,4.56,2.88
1.81,3.81,1.98
1.59,-1.25,2.31
2.21,5.51,1.67
2.16,-1.29,1.95
0.84,-1.92,3.67
-0.16,5.09,1.50
0.69,-1.54,2.80
2.10,-1.07,2.56
1.00,-0.13,3.08
0.94,0.19,2.15
1.92,1.56,1.49
1.25,5.35,2.65
1.12,-2.19,3.39
0.87,-2.36,1.98
-0.59,3.12,3.36
2.47,4.83,2.67
1.96,-2.39,0.93
-0.57,4.72,1.11
2.10,4.13,1.55
1.10,-0.92,3.79
2.27,1.94,2.08
0.87,3.32,0.88
0.27,-2.18,3.00
1.65,3.60,2.10
-1.31,4.56,0.04
2.06,2.86,0.84
1.73,3.76,1.31
1.89,4.62,2.84
0.74,-2.27,2.86
1.50,5.57,2.55
1.96,-2.71,1.11
0.82,4.92,2.98
2.51,-0.52,3.45
1.49,0.03,3.80
1.39,3.82,2.06
1.79,-1.52,3.80
0.61,3.85,2.46
2.02,4.78,1.28
1.35,3.20,2.35
1.62,2.69,2.03
0.46,3.55,2.19
1.56,-2.12,2.69
1.20,3.27,1.71
1.32,5.08,1.28
2.20,-1.99,2.06
0.38,4.34,1.20
0.77,-1.26,1.26
-0.55,1.09,2.17
1.36,-2.40,4.09
1.22,-4.12,3.02
0.01,-0.65,3.00
0.92,3.50,1.84
1.64,-1.09,2.71
1.38,1.53,4.01
2.90,2.19,3.46
1.38,5.53,2.12
0.67,0.44,3.37
-0.16,-2.08,2.94
-0.62,-1.74,2.13
2.28,4.28,3.20
0.80,-2.58,2.61
0.77,3.63,2.81
2.40,-0.96,1.12
1.20,5.69,4.07
0.26,3.41,1.90
2.21,-1.96,4.29
1.70,-2.41,3.55
0.11,4.93,1.42
3.04,4.19,3.08
0.89,-3.32,2.12
0.99,6.09,2.18
2.06,3.67,1.81
-2.02,5.18,3.86
1.74,4.89,1.69
0.47,-3.79,1.60
1.22,5.71,1.64
0.65,4.77,2.37
1.86,4.03,2.34
-0.24,-0.75,2.63
1.79,-1.01,0.38
1.20,-0.79,4.93
0.91,5.56,2.76
1.62,-1.57,2.87
0.71,5.11,3.00
-0.08,5.12,2.52
1.68,-1.34,3.21
2.00,-1.13,2.06
0.30,3.94,1.24
0.28,5.84,2.34
0.90,3.65,1.54
1.49,-2.49,1.19
1.06,5.24,2.66
1.15,-2.74,2.52
1.00,-0.99,3.00
1.48,3.44,2.22
0.28,-1.06,4.63
1.89,-1.71,1.23
1.04,-1.05,4.77
1.59,-1.73,2.35
0.33,-0.51,4.36
2.82,0.42,4.16
1.92,4.04,1.38
0.45,4.23,0.76
-0.61,4.91,0.87
1.79,-2.08,2.75
0.36,-1.10,2.77
1.91,4.89,-0.04
1.40,-1.22,3.28
0.04,-3.16,2.62
-0.35,-2.70,3.51
1.03,5.65,2.96
0.47,-0.95,3.60
0.11,-1.86,4.81
-0.27,-0.42,2.34
2.08,5.60,4.75
1.06,3.99,2.15
0.79,-2.58,3.16
1.09,0.18,2.99
0.16,-1.90,0.55
0.65,-2.31,1.23
-0.50,-1.83,1.20
1.85,-0.98,3.37
1.75,4.27,2.39
0.24,3.74,2.53
-0.47,-2.32,2.65
-0.20,-1.51,1.70
1.36,4.37,2.07
1.70,5.69,1.75
-0.80,3.77,3.15
1.55,4.65,1.29
0.31,-1.91,3.77
0.00,-0.19,4.26
1.74,4.66,0.29
0.82,-2.23,2.15
0.06,-2.54,3.00
2.25,5.63,2.26
1.32,-2.77,3.82
2.23,-1.58,2.31
1.69,-0.89,3.26
-0.03,-0.11,1.54
2.35,3.79,2.38
-0.18,4.22,2.25
1.18,-2.17,3.07
0.27,0.18,4.33
0.59,3.79,2.24
0.47,-1.81,3.45
1.00,-1.33,3.98
2.39,-0.34,3.64
0.59,2.70,1.17
0.50,3.82,2.68
0.77,-1.07,3.14
0.50,-1.69,4.71
0.86,-1.68,3.19
2.37,4.36,2.35
0.74,-0.33,2.82
1.84,-2.55,3.43
2.29,-3.17,2.76
1.94,-1.37,1.93
1.86,-0.10,4.88
-0.48,-1.64,3.82
-0.64,-1.21,3.29
0.93,4.50,0.27
-0.03,-2.98,2.94
0.54,-2.59,2.41
1.28,3.67,1.69
1.76,-1.65,3.41
2.03,-0.65,3.95
1.18,-1.53,2.88
0.43,-1.08,3.02
0.04,4.74,1.65
-0.10,-3.12,2.79
1.48,4.19,1.11
1.07,4.26,1.77
0.99,5.87,2.75
0.45,-1.91,2.77
1.68,-3.04,2.64
-0.70,3.41,2.30
1.42,-2.79,2.86
1.42,4.47,2.69
-0.22,3.80,2.31
-0.32,-1.39,2.17
2.40,5.24,2.73
0.21,3.30,1.06
0.80,4.55,3.11
